fund_symbol,rating,return_rating,risk_rating,investment_type,fund_net_annual_expense_ratio,category_net_annual_expense_ratio,asset_cash_ratio,asset_stocks,price_earnings_ratio,price_book_ratio,price_sales_ratio,price_cashflow_ratio,median_market_cap,net_asset_value,fund_return_ytd,category_return_ytd,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2019,category_return_2019,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,years_up,years_down,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
OCAIX,2,2,4,Blend,1.89,0.73,4.44,86.53,20.91,2.38,1.47,11.44,15062.41,778230000,-3.84,-2.89,2.2,2.47,2.29,4.23,5.45,6.84,6.61,8.4,25.77,24.78,-13.7,-9.27,24.02,18.41,2.75,8.45,-1.12,-1.74,1.16,5.5,27.1,26.84,16.74,15.29,-8.96,-4.13,15.95,14.83,10,4,0.43,0.02,2.62,0.04,3.62,0.05
OCMIX,2,2,4,Blend,1.68,0.82,10.04,51.3,21.77,2.49,1.61,11.98,13667.13,2080000000,-1.54,0.07,2.51,3.88,3.4,4.9,4.78,6.23,5.32,7.13,19.07,19.23,-7.63,-5.76,14.28,13.21,3.92,7.34,-2.07,-1.93,4.35,6.21,14.58,16.48,10.54,11.72,-2.08,-0.11,11.96,11.83,10,4,1.54,0.03,3.12,0.05,4.26,0.06
OCSGX,3,3,3,Growth,2.32,1.21,1.55,97.63,25.03,3.82,1.86,14.55,5055.67,609490000,23.05,10.02,33.04,18.21,15.05,11.01,13.15,12.18,11.7,12.31,24.48,27.68,-4.27,-5.76,26.4,21.5,1.72,11.2,-6.28,-2.41,3.07,2.44,36.47,40.91,16.05,13.15,-6.06,-3.55,20.9,26.98,12,4,11.07,0.08,9.58,0.09,9.13,0.1
ODICX,5,4,2,Growth,1.84,1.21,0.71,99.29,32.19,6.78,3.71,22.34,5248.3,3430000000,24.33,10.02,34.38,18.21,18.46,11.01,15.86,12.18,14.79,12.31,35.71,27.68,-4.32,-5.76,28.13,21.5,3.45,11.2,1.2,-2.41,-2.92,2.44,44.97,40.91,16.09,13.15,0.68,-3.55,26.77,26.98,17,7,15.66,0.08,13.27,0.09,13.09,0.1
ODINX,5,4,2,Growth,1.33,1.21,0.71,99.29,32.19,6.78,3.71,22.34,5248.3,3430000000,24.84,10.02,35.05,18.21,19.06,11.01,16.44,12.18,15.37,12.31,36.39,27.68,-3.84,-5.76,28.78,21.5,3.96,11.2,1.72,-2.41,-2.46,2.44,45.67,40.91,16.67,13.15,1.2,-3.55,27.44,26.98,14,4,16.21,0.08,13.79,0.09,13.62,0.1
ODIYX,5,5,3,Growth,0.84,1.21,0.71,99.29,32.19,6.78,3.71,22.34,5248.3,3430000000,25.37,10.02,35.72,18.21,19.65,11.01,17.02,12.18,15.99,12.31,37.06,27.68,-3.35,-5.76,29.41,21.5,4.49,11.2,2.22,-2.41,-1.96,2.44,46.55,40.91,17.41,13.15,1.89,-3.55,28.33,26.98,18,7,16.75,0.08,14.31,0.09,14.19,0.1
ODMCX,3,3,3,Value,1.64,1.05,1.08,98.92,17.14,2.15,0.79,8.06,11353.18,380630000,-7.01,-6.28,-2.13,-0.89,2.03,3.18,5.08,6.39,9.01,9.18,25.18,26.21,-12.27,-11.15,16.03,15.93,11.09,14.14,-6.7,-4.75,14.6,7.8,39.17,34.1,15.15,16.15,-2.46,-3.81,18.3,22.52,14,6,0.39,0.01,3.42,0.05,7.44,0.08
OEGAX,4,4,3,Growth,1.06,1.16,1.67,98.33,34.03,7.45,5.6,28.91,20068.19,5650000000,18.29,14.82,25.6,22.59,16.12,13.64,14.77,13.1,14.53,12.76,38.96,32.52,-6.42,-6.65,27.98,23.91,1.89,6.03,6.1,-0.95,5.4,7,35.02,34.93,15.52,14.07,0.34,-3.96,26.38,24.61,16,3,14.55,0.11,13.44,0.11,13.91,0.11
OEGCX,3,3,3,Growth,1.75,1.16,1.67,98.33,34.03,7.45,5.6,28.91,20068.19,5650000000,17.62,14.82,24.74,22.59,15.26,13.64,13.91,13.1,13.66,12.76,37.85,32.52,-7.1,-6.65,27.08,23.91,1.1,6.03,5.29,-0.95,4.6,7,33.92,34.93,14.68,14.07,-0.47,-3.96,25.35,24.61,14,5,13.73,0.11,12.62,0.11,13.05,0.11
OEGNX,4,4,3,Growth,1.34,1.16,1.67,98.33,34.03,7.45,5.6,28.91,20068.19,5650000000,18.06,14.82,25.31,22.59,15.83,13.64,14.48,13.1,14.23,12.76,38.57,32.52,-6.64,-6.65,27.64,23.91,1.62,6.03,5.83,-0.95,5.15,7,34.57,34.93,15.17,14.07,0.09,-3.96,26.03,24.61,15,3,14.28,0.11,13.16,0.11,13.62,0.11
OEGYX,4,4,3,Growth,0.84,1.16,1.67,98.33,34.03,7.45,5.6,28.91,20068.19,5650000000,18.55,14.82,25.95,22.59,16.42,13.64,15.06,13.1,14.89,12.76,39.31,32.52,-6.23,-6.65,28.37,23.91,2.15,6.03,6.28,-0.95,5.68,7,35.55,34.93,16.02,14.07,0.88,-3.96,27.07,24.61,16,3,14.86,0.11,13.73,0.11,14.28,0.11
OGICX,4,5,5,Growth,1.84,1.28,1.01,98.99,41.49,4.16,1.58,20.14,5613.43,7520000000,11.28,0.85,24.91,8.06,8.86,4.26,15.84,8.29,11.44,7.61,26.84,26.49,-18.71,-14.25,51.4,25.44,9.87,9.32,13.06,-1.23,-4.19,-0.42,39.65,30.99,9.43,18.46,-9.92,-11.76,11.79,20.56,18,8,5.45,0.03,11.25,0.07,10.67,0.07
OGINX,4,5,5,Growth,1.34,1.28,1.01,98.99,41.49,4.16,1.58,20.14,5613.43,7520000000,11.76,0.85,25.53,8.06,9.4,4.26,16.42,8.29,11.97,7.61,27.46,26.49,-18.31,-14.25,52.16,25.44,10.41,9.32,13.65,-1.23,-3.71,-0.42,40.19,30.99,9.89,18.46,-9.53,-11.76,12.2,20.56,13,5,5.85,0.03,11.69,0.07,11.18,0.07
OGIYX,5,5,5,Growth,0.84,1.28,1.01,98.99,41.49,4.16,1.58,20.14,5613.43,7520000000,12.22,0.85,26.18,8.06,9.95,4.26,17.01,8.29,12.57,7.61,28.12,26.49,-17.91,-14.25,52.93,25.44,10.95,9.32,14.22,-1.23,-3.23,-0.42,41.06,30.99,10.59,18.46,-8.98,-11.76,12.95,20.56,13,5,6.26,0.03,12.13,0.07,11.77,0.07
OISGX,4,4,3,Growth,1.32,1.21,1.55,97.63,25.03,3.82,1.86,14.55,5055.67,609490000,24.16,10.02,34.46,18.21,16.23,11.01,14.29,12.18,12.82,12.31,25.65,27.68,-3.3,-5.76,27.61,21.5,2.85,11.2,-5.4,-2.41,4.14,2.44,37.85,40.91,17.17,13.15,-5.08,-3.55,22.13,26.98,12,4,12.05,0.08,10.5,0.09,10.06,0.1
OMGCX,4,4,4,Growth,1.75,1.16,2.26,97.74,33.88,6.74,2.67,23.16,20488.76,6250000000,22.47,14.82,32.24,22.59,18.15,13.64,15.09,13.1,14.36,12.76,38.55,32.52,-5.92,-6.65,28.43,23.91,-0.6,6.03,1.97,-0.95,10.13,7,41.19,34.93,14.99,14.07,-6.54,-3.96,24.44,24.61,16,6,15.52,0.11,12.56,0.11,12.07,0.11
ONAIX,2,2,4,Blend,1.39,0.73,4.44,86.53,20.91,2.38,1.47,11.44,15062.41,778230000,-3.47,-2.89,2.72,2.47,2.81,4.23,5.98,6.84,7.15,8.4,26.46,24.78,-13.27,-9.27,24.58,18.41,3.32,8.45,-0.65,-1.74,1.68,5.5,27.78,26.84,17.28,15.29,-8.5,-4.13,16.65,14.83,10,4,0.74,0.02,2.95,0.04,3.95,0.05
ONMIX,2,2,4,Blend,1.18,0.82,10.04,51.3,21.77,2.49,1.61,11.98,13667.13,2080000000,-1.09,0.07,3.03,3.88,3.88,4.9,5.3,6.23,5.84,7.13,19.61,19.23,-7.15,-5.76,14.75,13.21,4.49,7.34,-1.5,-1.93,4.84,6.21,15.22,16.48,10.96,11.72,-1.61,-0.11,12.63,11.83,10,4,1.93,0.03,3.54,0.05,4.72,0.06
OPMCX,3,3,3,Blend,1.84,1.05,0.76,99.24,24.06,2.95,1.9,12.48,17003.97,2370000000,-7.41,-6.28,-1.3,-0.89,3.08,3.18,5.66,6.39,8.46,9.18,31.19,26.21,-12.89,-11.15,13.82,15.93,12.57,14.14,-7.93,-4.75,11.44,7.8,32.38,34.1,15.92,16.15,-3.4,-3.81,22.26,22.52,14,6,1.32,0.01,4.04,0.05,7.03,0.08
OPMNX,3,3,3,Blend,1.34,1.05,0.76,99.24,24.06,2.95,1.9,12.48,17003.97,2370000000,-6.96,-6.28,-0.73,-0.89,3.61,3.18,6.2,6.39,9,9.18,31.86,26.21,-12.49,-11.15,14.41,15.93,13.13,14.14,-7.5,-4.75,12.03,7.8,32.97,34.1,16.45,16.15,-2.93,-3.81,22.88,22.52,12,6,1.78,0.01,4.5,0.05,7.49,0.08
OPMSX,3,3,3,Blend,1.1,1.05,0.76,99.24,24.06,2.95,1.9,12.48,17003.97,2370000000,-6.81,-6.28,-0.56,-0.89,3.85,3.18,6.45,6.39,9.28,9.18,32.15,26.21,-12.25,-11.15,14.68,15.93,13.42,14.14,-7.22,-4.75,12.27,7.8,33.4,34.1,16.77,16.15,-2.65,-3.81,23.15,22.52,14,6,2,0.01,4.74,0.05,7.75,0.08
OPMYX,3,3,3,Blend,0.84,1.05,0.76,99.24,24.06,2.95,1.9,12.48,17003.97,2370000000,-6.58,-6.28,-0.28,-0.89,4.12,3.18,6.73,6.39,9.6,9.18,32.48,26.21,-12.03,-11.15,14.98,15.93,13.68,14.14,-6.99,-4.75,12.57,7.8,33.82,34.1,17.26,16.15,-2.31,-3.81,23.72,22.52,14,6,2.23,0.01,4.98,0.05,8.04,0.08
OPOCX,5,5,2,Growth,1.08,1.21,0.71,99.29,32.19,6.78,3.71,22.34,5248.3,3430000000,25.14,10.02,35.42,18.21,19.38,11.01,16.75,12.18,15.67,12.31,36.74,27.68,-3.6,-5.76,29.12,21.5,4.22,11.2,1.98,-2.41,-2.2,2.44,46.11,40.91,16.99,13.15,1.47,-3.55,27.75,26.98,24,9,16.5,0.08,14.06,0.09,13.9,0.1
ORLCX,3,3,3,Growth,2.28,0.73,9.19,81.54,14.14,1.9,0.93,7.81,16606.4,45530000,-4.97,-2.89,1.65,2.47,6.53,4.23,6.14,6.84,9.76,8.4,24.06,24.78,-8.79,-9.27,25.22,18.41,-0.49,8.45,3.1,-1.74,8.04,5.5,32.21,26.84,10.89,15.29,-2.44,-4.13,6.79,14.83,11,4,2.99,0.02,3.14,0.04,5.91,0.05
OSGIX,4,4,4,Growth,1.24,1.16,2.26,97.74,33.88,6.74,2.67,23.16,20488.76,6250000000,22.98,14.82,32.87,22.59,18.74,13.64,15.66,13.1,14.93,12.76,39.23,32.52,-5.45,-6.65,29.07,23.91,-0.12,6.03,2.51,-0.95,10.64,7,41.9,34.93,15.59,14.07,-6.11,-3.96,25.09,24.61,20,7,16.06,0.11,13.06,0.11,12.55,0.11
OSMAX,5,5,2,Growth,1.31,1.36,1.47,98.53,12.11,5.14,3.31,18.98,4502.43,7200000000,7.17,8.18,12.53,16.21,8.31,6.11,11.03,9.19,11.56,8.23,24.77,27.78,-9.46,-18.34,37.93,36.19,-0.49,-2.98,14.9,7.05,0.11,-5.4,44.86,26.61,22.65,22.2,-20.44,-14.72,37.19,23.04,15,7,6.91,0.04,10.43,0.08,12.86,0.08
OSMCX,4,4,2,Growth,2.07,1.36,1.47,98.53,12.11,5.14,3.31,18.98,4502.43,7200000000,6.5,8.18,11.7,16.21,7.5,6.11,10.2,9.19,10.72,8.23,23.82,27.78,-10.13,-18.34,36.93,36.19,-1.24,-2.98,14.01,7.05,-0.62,-5.4,43.79,26.61,21.71,22.2,-21.02,-14.72,36.09,23.04,14,8,6.08,0.04,9.57,0.08,11.87,0.08
OSMNX,5,5,2,Growth,1.57,1.36,1.47,98.53,12.11,5.14,3.31,18.98,4502.43,7200000000,6.93,8.18,12.26,16.21,8.04,6.11,10.75,9.19,11.25,8.23,24.46,27.78,-9.68,-18.34,37.62,36.19,-0.76,-2.98,14.59,7.05,-0.12,-5.4,44.47,26.61,22.18,22.2,-20.68,-14.72,36.71,23.04,12,6,6.62,0.04,10.14,0.08,12.5,0.08
OSMYX,5,5,2,Growth,1.07,1.36,1.47,98.53,12.11,5.14,3.31,18.98,4502.43,7200000000,7.39,8.18,12.81,16.21,8.57,6.11,11.3,9.19,11.88,8.23,25.08,27.78,-9.25,-18.34,38.3,36.19,-0.24,-2.98,15.15,7.05,0.38,-5.4,45.26,26.61,23.17,22.2,-20.08,-14.72,37.73,23.04,10,4,7.18,0.04,10.72,0.08,13.23,0.08
OTCAX,5,4,1,Growth,1.09,1.16,1.53,98.47,40.68,7.07,5.86,27.34,18654.43,11730000000,15.79,14.82,22.46,22.59,17.56,13.64,15.67,13.1,14.72,12.76,37.43,32.52,0.85,-6.65,25.99,23.91,4.33,6.03,4.21,-0.95,8.61,7,36.87,34.93,16.18,14.07,-6.12,-3.96,28.69,24.61,22,4,16.73,0.11,14.96,0.11,14.36,0.11
OTCBX,4,4,1,Growth,1.84,1.16,1.53,98.47,40.68,7.07,5.86,27.34,18654.43,11730000000,15.06,14.82,21.57,22.59,16.68,13.64,14.81,13.1,13.87,12.76,36.51,32.52,0.04,-6.65,25.01,23.91,3.58,6.03,3.47,-0.95,7.75,7,35.86,34.93,15.28,14.07,-6.82,-3.96,27.63,24.61,22,4,15.81,0.11,14.07,0.11,13.5,0.11
OTCCX,4,4,1,Growth,1.84,1.16,1.53,98.47,40.68,7.07,5.86,27.34,18654.43,11730000000,15.06,14.82,21.57,22.59,16.68,13.64,14.81,13.1,13.87,12.76,36.45,32.52,0.12,-6.65,25.01,23.91,3.59,6.03,3.39,-0.95,7.85,7,35.76,34.93,15.37,14.07,-6.85,-3.96,27.66,24.61,21,4,15.83,0.11,14.09,0.11,13.52,0.11
OTCGX,4,4,1,Growth,1.84,1.16,1.53,98.47,40.68,7.07,5.86,27.34,18654.43,11730000000,15.08,14.82,21.55,22.59,16.67,13.64,14.81,13.1,13.86,12.76,36.44,32.52,0.04,-6.65,25.03,23.91,3.6,6.03,3.4,-0.95,7.78,7,35.87,34.93,15.34,14.07,-6.84,-3.96,27.57,24.61,12,2,15.84,0.11,14.09,0.11,13.49,0.11
OTCHX,5,4,1,Growth,1.09,1.16,1.53,98.47,40.68,7.07,5.86,27.34,18654.43,11730000000,15.85,14.82,22.51,22.59,17.58,13.64,15.69,13.1,14.72,12.76,37.41,32.52,0.86,-6.65,25.99,23.91,4.35,6.03,4.23,-0.95,8.58,7,36.86,34.93,16.14,14.07,-6.15,-3.96,28.67,24.61,12,2,16.78,0.11,14.99,0.11,14.38,0.11
OTCIX,5,4,1,Growth,0.84,1.16,1.53,98.47,40.68,7.07,5.86,27.34,18654.43,11730000000,16.03,14.82,22.81,22.59,17.85,13.64,15.97,13.1,15.01,12.76,37.82,32.52,1.1,-6.65,26.29,23.91,4.62,6.03,4.46,-0.95,8.81,7,37.28,34.93,16.38,14.07,-5.85,-3.96,28.94,24.61,18,4,17.03,0.11,15.26,0.11,14.66,0.11
OTCJX,5,4,1,Growth,0.84,1.16,1.53,98.47,40.68,7.07,5.86,27.34,18654.43,11730000000,16.06,14.82,22.83,22.59,17.86,13.64,15.97,13.1,15.01,12.76,37.78,32.52,1.13,-6.65,26.28,23.91,4.58,6.03,4.48,-0.95,8.9,7,37.15,34.93,16.46,14.07,-5.85,-3.96,28.91,24.61,12,2,17.08,0.11,15.29,0.11,14.68,0.11
OVEAX,3,3,4,Value,1.17,1.09,2.52,97.48,16.65,1.51,0.86,7.46,7943.55,60410000,-10.98,-15.13,-4.59,-10.02,-0.22,-0.95,3.58,3.98,7.99,7.96,28.94,25.18,-18.25,-12.86,13.87,13.22,16.24,18.06,-2.15,-5.41,5.39,9.31,45.45,35.14,12.03,16.6,-3.75,-3.96,20.05,21.92,17,6,-1.39,-0.02,1.82,0.03,5.82,0.07
OVECX,2,2,4,Value,1.92,1.09,2.52,97.48,16.65,1.51,0.86,7.46,7943.55,60410000,-11.49,-15.13,-5.19,-10.02,-0.95,-0.95,2.82,3.98,7.19,7.96,28.09,25.18,-18.88,-12.86,12.97,13.22,15.42,18.06,-2.88,-5.41,4.56,9.31,44.39,35.14,11.17,16.6,-4.43,-3.96,19.16,21.92,12,6,-1.96,-0.02,1.25,0.03,5.19,0.07
OVEIX,3,3,4,Value,0.92,1.09,2.52,97.48,16.65,1.51,0.86,7.46,7943.55,60410000,-10.74,-15.13,-4.29,-10.02,0.06,-0.95,3.85,3.98,8.27,7.96,29.36,25.18,-18.05,-12.86,14.15,13.22,16.53,18.06,-1.94,-5.41,5.61,9.31,45.8,35.14,12.31,16.6,-3.46,-3.96,20.31,21.92,17,6,-1.17,-0.02,2.03,0.03,6.03,0.07
OWSMX,3,3,2,Growth,1.13,1.28,14,86,28.19,3.22,2.02,16.16,6099.77,6770000000,-0.06,0.85,5.91,8.06,4.12,4.26,6.9,8.29,7.73,7.61,24.5,26.49,-11.9,-14.25,18.18,25.44,8.91,9.32,1.5,-1.23,2.09,-0.42,24.16,30.99,17.32,18.46,-7.84,-11.76,24.13,20.56,11,3,2.38,0.03,5.85,0.07,8.19,0.07
OYAIX,3,2,4,Blend,0.89,0.73,4.44,86.53,20.91,2.38,1.47,11.44,15062.41,778230000,-3.08,-2.89,3.19,2.47,3.31,4.23,6.5,6.84,7.71,8.4,27.04,24.78,-12.81,-9.27,25.21,18.41,3.81,8.45,-0.16,-1.74,2.22,5.5,28.49,26.84,17.97,15.29,-7.95,-4.13,17.34,14.83,10,4,1.04,0.02,3.26,0.04,4.28,0.05
OYMIX,3,3,4,Blend,0.68,0.82,10.04,51.3,21.77,2.49,1.61,11.98,13667.13,2080000000,-0.65,0.07,3.6,3.88,4.41,4.9,5.83,6.23,6.38,7.13,20.23,19.23,-6.77,-5.76,15.44,13.21,4.95,7.34,-1.04,-1.93,5.39,6.21,15.83,16.48,11.53,11.72,-1.14,-0.11,13.35,11.83,10,4,2.38,0.03,4.01,0.05,5.21,0.06
PABUX,4,3,2,Value,1.39,1.09,1.76,98.24,19.38,1.97,0.92,9.19,10812.62,2130000000,-10.78,-15.13,-6.42,-10.02,1.08,-0.95,4.55,3.98,7.98,7.96,25.89,25.18,-11.56,-12.86,13.86,13.22,14.4,18.06,-7.92,-5.41,12.74,9.31,32.61,35.14,17.01,16.6,-4.58,-3.96,23.3,21.92,11,4,-0.47,-0.02,3.08,0.03,6.85,0.07
PABVX,4,4,2,Value,0.9,1.09,1.76,98.24,19.38,1.97,0.92,9.19,10812.62,2130000000,-10.49,-15.13,-5.96,-10.02,1.57,-0.95,5.06,3.98,8.5,7.96,26.54,25.18,-11.09,-12.86,14.42,13.22,14.91,18.06,-7.38,-5.41,13.26,9.31,33.21,35.14,17.65,16.6,-4.17,-3.96,23.97,21.92,11,4,-0.01,-0.02,3.55,0.03,7.35,0.07
PABWX,4,4,2,Value,1.02,1.09,1.76,98.24,19.38,1.97,0.92,9.19,10812.62,2130000000,-10.54,-15.13,-6.04,-10.02,1.47,-0.95,4.94,3.98,8.37,7.96,26.44,25.18,-11.23,-12.86,14.23,13.22,14.85,18.06,-7.54,-5.41,13.15,9.31,33.11,35.14,17.52,16.6,-4.35,-3.96,23.87,21.92,11,4,-0.11,-0.02,3.44,0.03,7.22,0.07
PAMCX,4,3,2,Growth,1.01,1.16,3.06,96.94,30.98,4,2.65,18.98,16234.96,33270000000,5.58,14.82,12.36,22.59,11.35,13.64,12.1,13.1,13.68,12.76,31.19,32.52,-2.3,-6.65,24.53,23.91,6.03,6.03,6.28,-0.95,12.87,7,36.56,34.93,13.62,14.07,-1.43,-3.96,27.77,24.61,14,5,9.29,0.11,10.19,0.11,12.52,0.11
PAREX,2,2,3,Value,1.02,1.19,0.14,99.86,28.55,1.93,6.32,15.61,11676.08,1380000000,-23.57,-16.3,-24.29,-17.05,-4.2,0.4,-1.22,2.65,5.38,7.05,22.18,27.28,-9.21,-5.97,4.11,6.22,5.82,6.89,4.57,2.41,29.41,28.03,3.01,1.55,16.74,17.6,7.13,7.51,29.6,27.08,12,3,-7,-0.01,-2.91,0.02,6.05,0.09
PARMX,5,5,1,Blend,0.99,1.05,2.59,97.41,29.06,3.95,2.87,17.63,18243.03,5890000000,-1.29,-6.28,3.26,-0.89,6.95,3.18,9.49,6.39,11.59,9.18,28.75,26.21,-6.64,-11.15,15.79,15.93,16.07,14.14,-0.87,-4.75,11.25,7.8,28.24,34.1,18.57,16.15,3.34,-3.81,18.72,22.52,11,3,5.93,0.01,9.15,0.05,11.93,0.08
PARNX,3,3,2,Growth,0.84,1.16,2.02,97.98,42.55,7.91,4.12,26.67,20038.1,925420000,8.56,14.82,15.61,22.59,9.73,13.64,10.22,13.1,12.89,12.76,29.82,32.52,-9.73,-6.65,16.08,23.91,13.45,6.03,0.27,-0.95,14.67,7,34.21,34.93,26.06,14.07,-5.01,-3.96,16.7,24.61,29,6,8.57,0.11,9.2,0.11,11.36,0.11
PCAFX,3,3,3,Blend,1.26,0.73,4.01,74.57,20.28,1.98,1.53,10.75,20703.76,22660000,-7.82,-2.67,-4.23,1.83,3.95,3.98,6.5,6.21,6.04,7.46,22.33,21.35,-3.07,-7.93,11.38,15.8,14.68,7.93,-2.52,-2.77,4.18,5.71,19.1,21.31,5.76,13.42,-4,-3.8,17.52,13.49,8,4,1.75,0.02,4.02,0.04,4.23,0.05
PCBIX,3,4,3,Growth,0.7,1.16,0.19,99.81,29.75,3.28,2.35,19.38,19704.07,18810000000,0.55,14.82,5.08,22.59,11.26,13.64,12.74,13.1,14.55,12.76,42.91,32.52,-6.69,-6.65,25.32,23.91,10.25,6.03,1.47,-0.95,12.69,7,33.6,34.93,19.15,14.07,8.02,-3.96,23.78,24.61,15,3,8.99,0.11,10.59,0.11,13.22,0.11
PCCGX,2,2,2,Value,1.94,1.09,0.25,99.75,22.27,2.28,1.06,10.82,13781.04,604390000,-12.62,-15.13,-10.25,-10.02,-2.67,-0.95,2.05,3.98,5.69,7.96,26.89,25.18,-20.16,-12.86,11.89,13.22,15.19,18.06,-7.25,-5.41,13.85,9.31,31.72,35.14,9.9,16.6,-6.85,-3.96,16.7,21.92,17,6,-3.94,-0.02,0.8,0.03,4.61,0.07
PCGRX,3,2,2,Value,1.06,1.09,0.25,99.75,22.27,2.28,1.06,10.82,13781.04,604390000,-12.04,-15.13,-9.48,-10.02,-1.85,-0.95,2.92,3.98,6.58,7.96,28.04,25.18,-19.51,-12.86,12.85,13.22,16.1,18.06,-6.42,-5.41,14.74,9.31,32.94,35.14,10.83,16.6,-6.04,-3.96,17.75,21.92,23,6,-3.17,-0.02,1.58,0.03,5.42,0.07
PCMRX,3,2,2,Value,1.47,1.09,0.25,99.75,22.27,2.28,1.06,10.82,13781.04,604390000,-12.27,-15.13,-9.79,-10.02,-2.24,-0.95,2.5,3.98,6.19,7.96,27.5,25.18,-19.84,-12.86,12.35,13.22,15.7,18.06,-6.84,-5.41,14.35,9.31,32.42,35.14,10.51,16.6,-6.31,-3.96,17.35,21.92,12,4,-3.54,-0.02,1.2,0.03,5.07,0.07
PECAX,3,3,3,Value,1.14,1.05,1.08,98.92,17.14,2.15,0.79,8.06,11353.18,380630000,-6.65,-6.28,-1.63,-0.89,2.53,3.18,5.64,6.39,9.64,9.18,25.86,26.21,-11.86,-11.15,16.7,15.93,11.81,14.14,-6.16,-4.75,15.36,7.8,40.02,34.1,15.83,16.15,-1.79,-3.81,19.12,22.52,20,7,0.82,0.01,3.9,0.05,7.99,0.08
PEEAX,3,3,2,Growth,1.06,1.16,0.75,99.25,32.39,6.79,3.91,25.25,20311,2490000000,17.46,14.82,24.74,22.59,15.3,13.64,12.94,13.1,12.4,12.76,37.16,32.52,-8.45,-6.65,22.28,23.91,3.83,6.03,-2.71,-0.95,9.16,7,27.67,34.93,15.89,14.07,2.11,-3.96,19.98,24.61,17,6,13.35,0.11,11.31,0.11,11.66,0.11
PEEBX,2,2,2,Growth,1.99,1.16,1.18,98.82,29.99,5.07,2.65,22.89,18371.6,2400000000,-0.17,14.82,14.05,22.59,10.46,13.64,7.12,13.1,10.72,12.76,35.93,32.52,-9.23,-6.65,21.34,23.91,3.09,6.03,-3.38,-0.95,8.38,7,26.81,34.93,15.07,14.07,1.38,-3.96,19.14,24.61,17,6,8.06,0.11,5.63,0.11,9.8,0.11
PEGCX,3,3,2,Growth,1.76,1.16,0.75,99.25,32.39,6.79,3.91,25.25,20311,2490000000,16.82,14.82,23.92,22.59,14.51,13.64,12.17,13.1,11.63,12.76,36.06,32.52,-8.99,-6.65,21.45,23.91,3.09,6.03,-3.38,-0.95,8.38,7,26.8,34.93,15.07,14.07,1.42,-3.96,19.14,24.61,17,6,12.6,0.11,10.58,0.11,10.91,0.11
PEGZX,3,3,2,Growth,0.74,1.16,0.75,99.25,32.39,6.79,3.91,25.25,20311,2490000000,17.86,14.82,25.26,22.59,15.65,13.64,13.29,13.1,12.74,12.76,37.52,32.52,-8.22,-6.65,22.67,23.91,4.12,6.03,-2.4,-0.95,9.45,7,28.08,34.93,16.24,14.07,2.42,-3.96,20.32,24.61,17,6,13.7,0.11,11.65,0.11,12,0.11
PEMGX,3,3,3,Growth,0.98,1.16,0.19,99.81,29.75,3.28,2.35,19.38,19704.07,18810000000,0.33,14.82,4.83,22.59,10.96,13.64,12.42,13.1,14.17,12.76,42.48,32.52,-6.93,-6.65,24.93,23.91,9.93,6.03,1.13,-0.95,12.33,7,33.15,34.93,18.57,14.07,7.63,-3.96,23.12,24.61,12,2,8.73,0.11,10.31,0.11,12.86,0.11
PESPX,3,3,3,Blend,0.5,1.05,0.57,99.37,21.24,2.02,1.14,9.96,5160.55,2010000000,-7.05,-6.28,-1.66,-0.89,2.35,3.18,6.87,6.39,9.83,9.18,25.56,26.21,-11.5,-11.15,15.68,15.93,20.23,14.14,-2.63,-4.75,9.37,7.8,32.86,34.1,17.2,16.15,-2.2,-3.81,26.02,22.52,21,7,0.66,0.01,4.83,0.05,8.09,0.08
PEXMX,4,5,4,Growth,0.35,1.05,0.03,99.67,23.71,2.56,1.38,11.03,7770.25,917710000,3.45,-6.28,10.42,-0.89,7.25,3.18,9.74,6.39,11.56,9.18,27.7,26.21,-9.66,-11.15,17.96,15.93,15.97,14.14,-3.29,-4.75,7.59,7.8,38.37,34.1,18.97,16.15,-3.61,-3.81,27.45,22.52,14,7,4.62,0.01,6.85,0.05,9.05,0.08
PFPPX,3,4,4,Growth,1.24,1.16,1.34,98.67,26.7,5.74,2.72,21.45,15569.54,197480000,29.34,14.82,38.08,22.59,16.06,13.64,14.37,13.1,13.81,12.76,30.78,32.52,-9.4,-6.65,28.5,23.91,2.6,6.03,1.72,-0.95,11.41,7,34.67,34.93,13.1,14.07,-7.15,-3.96,28.8,24.61,14,5,12.6,0.11,11.35,0.11,11.91,0.11
PFSLX,5,5,2,Blend,1.17,1.1,11.7,88.3,23.72,2.31,0.88,9.66,5738.19,47330000,2.22,-11.5,11.28,-6.45,9.51,-0.55,11.46,5,11.28,8.48,38.32,23.75,-9.93,-12.72,16.12,12.28,15.98,20.78,-1.26,-5.38,7.86,3.79,28.83,37.39,9.07,15.46,1.97,-4.07,25.03,25.61,11,3,6.72,-0.02,8.78,0.03,9.69,0.07
